page_id,wikidata_id,film,release_date,box_office,runtime,languages,countries,genres,reviewScores,awardsReceived,awardsNominated,capitalCost
45016821,Q18758161,The Lead Singer and Dancer and His Woman,2015-01-01T00:00:00Z,,,Standard Mandarin,People's Republic of China,['romance'],[''],[''],[''],
46462498,Q19824756,Learn by Heart,2015-01-01T00:00:00Z,,93,French,France,"['comedy drama', 'drama']",[''],[''],[''],
65735495,Q101245425,Leaves of the Tree,,,,,,,,,,
45295341,Q17500141,The Left Ear,2015-01-01T00:00:00Z,,120,,People's Republic of China,['coming-of-age fiction'],[''],[''],[''],
43033675,Q17182571,Legend,2015-01-01T00:00:00Z,,131,English,"France, United Kingdom","['drama', 'biographical', 'LGBT-related', 'crime', 'thriller']","['61', '5.9', '55']",[''],[''],
45496971,Q19363424,Legend of a Rabbit: The Martial of Fire,2015-01-01T00:00:00Z,,90,Standard Mandarin,People's Republic of China,['adventure'],[''],[''],[''],
47025105,Q20538728,The Legend of Barney Thomson,2015-01-01T00:00:00Z,,92,English,"United Kingdom, United States of America",['comedy'],"['5.9/10', '62%', '59/100']",[''],[''],
45322761,Q19009633,Legend of the Moles – The Magic Train Adventure,2015-01-01T00:00:00Z,,,Standard Mandarin,People's Republic of China,['adventure'],[''],[''],[''],
48416664,Q19299876,The Legendary Giulia and Other Miracles,2015-01-01T00:00:00Z,,115,Italian,Italy,['comedy'],[''],[''],[''],
44987178,Q18758162,Lego DC Comics Super Heroes: Justice League vs. Bizarro League,,,,,,,,,,
46896877,Q20058633,Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom,,,,,,,,,,
48704058,Q21707008,Lego Scooby-Doo! Knight Time Terror,,,,,,,,,,
47887900,Q20992484,The Leisure Class,2015-01-01T00:00:00Z,,86,English,United States of America,['comedy'],"['0%', '3.9/10']",[''],[''],
47280427,Q20751331,Len and Company,2015-01-01T00:00:00Z,,102,English,United States of America,['comedy drama'],"['6.1/10', '70%']",[''],[''],
49227172,Q22674175,Leopard Do Not Bite,2015-01-01T00:00:00Z,,75,Sinhala,Sri Lanka,"['mystery', 'drama']",[''],[''],[''],
47655383,Q20899486,Let Them Come,2015-09-10T00:00:00Z,,95,French,France,['drama'],[''],[''],[''],
46359246,Q19824761,Let's Get Married,2015-01-01T00:00:00Z,,127,Putonghua,People's Republic of China,['romance'],[''],[''],[''],
49995593,Q21293842,Let's Talk,2015-01-01T00:00:00Z,,101,Italian,Italy,['comedy drama'],[''],[''],[''],
69605894,Q21498231,Letters to Santa 2,2015-11-13T00:00:00Z,,,Polish,Poland,"['romantic comedy', 'Christmas']",[''],[''],[''],
48321662,Q21146504,"Liar, Liar, Vampire",,,,,,,,,,
48220454,Q21198281,Library Wars: The Last Mission,2015-01-01T00:00:00Z,,120,Japanese,Japan,['drama'],[''],[''],[''],
41971875,Q16025079,Life,2015-01-01T00:00:00Z,,111,English,"Australia, Germany, United Kingdom, United States of America, Canada","['drama', 'biographical']","['6.2/10', '64%', '59/100']",[''],[''],
55121461,Q19368695,Life Eternal,2015-01-01T00:00:00Z,,123,German,"Germany, Austria","['comedy', 'crime']",[''],[''],[''],
49550838,Q25136273,Life in Color,2015-03-14T00:00:00Z,,,English,United States of America,"['independent', 'drama']",[''],[''],[''],
47399612,Q20814612,Life of Josutty,2015-01-01T00:00:00Z,,166,Malayalam,India,['drama'],[''],[''],[''],
51592790,Q27204740,Life on the Line,2016-11-18T00:00:00Z,,97,English,United States of America,"['drama', 'action']","['0%', '2.6/10', '24/100']",[''],[''],12000000
50661862,Q25136702,Light Years,2015-09-08T00:00:00Z,,,English,United Kingdom,['drama'],"['5.7/10', '71%']",[''],[''],
74943954,Q122882741,Like You Mean It,,,,,,,,,,
41872661,Q17021912,Lila & Eve,2015-01-01T00:00:00Z,,94,English,United States of America,"['crime', 'drama']","['40%', '4.7/10']",[''],[''],
46504834,Q19880793,Lily & Kat,2015-01-01T00:00:00Z,,89,English,United States of America,"['comedy drama', 'romantic comedy', 'coming-of-age fiction']",[''],[''],[''],
52566329,Q17450844,Limonata,2015-01-01T00:00:00Z,,110,Turkish,Turkey,['comedy'],[''],[''],[''],
44911378,Q18702328,Lion,2015-01-01T00:00:00Z,,143,Telugu,India,['psychological thriller'],[''],[''],[''],
47130818,Q20647618,The Lion of Bourdillon,,,,,,,,,,
47074315,Q20647619,Lion of Gujarat,2015-01-01T00:00:00Z,,,Hindi,India,"['drama', 'action']",[''],[''],[''],
46386781,Q20862799,Kaze ni Tatsu Lion,2015-01-01T00:00:00Z,,139,Japanese,Japan,['drama'],[''],[''],[''],
45281708,Q19263777,Listen to Me Marlon,2015-01-24T00:00:00Z,,103,English,"United Kingdom, United States of America",['documentary'],"['95%', '8/10']",[''],[''],
49671433,Q25136294,Little Bear (film),,,,,,,,,,
47250513,Q19598308,Little Big Master,2015-01-01T00:00:00Z,,112,Cantonese,Hong Kong,['drama'],[''],[''],[''],
39483147,Q18151808,Little Boy,2015-04-24T00:00:00Z,,106,English,United States of America,"['comedy drama', 'drama']","['4.5/10', '25%', '30/100']",[''],[''],
55289420,Q43302304,The Little Deputy,2015-01-01T00:00:00Z,,,,Canada,"['LGBT-related', 'documentary']",[''],[''],[''],
43292646,Q12035084,Little from the Fish Shop,,,,,,,,,,
60863561,Q19860639,The Little Gangster,2015-01-01T00:00:00Z,,102,Dutch,Netherlands,"['teen', 'adaptation']",[''],[''],[''],
47415294,Q20949901,Little House on the Prairie: The Legacy of Laura Ingalls Wilder,2015-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
74626292,Q19602375,The Little Man,2015-05-14T00:00:00Z,,83,Czech,"Slovakia, Czech Republic","['fantasy', 'puppet']",[''],[''],[''],
39605426,Q16386722,The Little Prince (2015 film),,,,,,,,,,
38982081,Q11348188,Little Witch Academia,,,,,,,,,,
48552433,Q21527816,Live at Finsbury Park,2015-10-16T00:00:00Z,,,English,,[''],[''],[''],[''],
63616288,Q96390553,Live at the Comedy Store,,,,,,,,,,
47735679,Q20949984,The Lives We Lead,2015-01-01T00:00:00Z,,115,English,Australia,['LGBT-related'],[''],[''],[''],
67053023,Q16699196,The Living Fire,2015-01-01T00:00:00Z,,,Ukrainian,Ukraine,[''],[''],[''],[''],
71000327,Q112477598,The Living God: Medicine and The Ancient Meetei Civilization,,,,,,,,,,
67585733,Q106982836,Living in the Age of Airplanes,,,,,,,,,,
45556228,Q19347048,"Liza, the Fox-Fairy",2015-02-19T00:00:00Z,540928,98,Hungarian,Hungary,"['comedy', 'fantasy', 'romance', 'ghost']",['100%'],"['Hungarian Film Award for Best Special Make-up Effects Artist Feature Film)', 'Hungarian Film Award for Best Composer (Feature Film)', 'Hungarian Film Award for Best Production Designer (Feature Film)', 'Hungarian Film Award for Best Editor (Feature Film)', 'Hungarian Film Award for Best Actress', 'Hungarian Film Award for Best Director', 'Hungarian Film Award for Best Motion Picture']","['Hungarian Film Award for Best Motion Picture', 'Hungarian Film Award for Best Director', 'Hungarian Film Award for Best Screenwriter (Feature Film)', 'Hungarian Film Award for Best Actress', 'Hungarian Film Award for Best Actor', 'Hungarian Film Award for Best Supporting Actress (Feature Film)', 'Hungarian Film Award for Best Supporting Actor (Feature Film)', 'Hungarian Film Award for Best Editor (Feature Film)', 'Hungarian Film Award for Best Cinematographer (Feature Film)', 'Hungarian Film Award for Best Sound Designer (Feature Film)', 'Hungarian Film Award for Best Production Designer (Feature Film)', 'Hungarian Film Award for Best Composer (Feature Film)', 'Hungarian Film Award for Best Special Make-up Effects Artist Feature Film)']",450000000
48216064,Q21427700,Loafer,2015-01-01T00:00:00Z,,,Telugu,India,['drama'],[''],[''],[''],
41841614,Q16996794,The Lobster,2015-01-01T00:00:00Z,,118,English,"United Kingdom, Netherlands, France, Greece","['romantic comedy', 'dystopian']","['87%', '7.5/10', '82/100']","['European Film Award for Best Costume Designer', 'European Film Award for Best Screenwriter', 'Jury Prize']","['Academy Award for Best Writing', 'Original Screenplay', ""European Film Award – People's Choice Award for Best European Film"", 'European Film Award for Best Film', 'European Film Award for Best Actor', 'European Film Award for Best Director', 'European Film Award for Best Screenwriter']",
46859596,Q19946937,Locos sueltos en el ZOO,2015-01-01T00:00:00Z,,85,Spanish,Argentina,['comedy'],[''],[''],[''],
56506496,Q21644321,Locust,2013-01-01T00:00:00Z,,118,Russian,Russia,"['drama', 'erotic', 'thriller']",[''],[''],[''],
47202044,Q21032721,Lodde,2015-01-01T00:00:00Z,,,Kannada,India,"['comedy', 'romantic comedy']",[''],[''],[''],
52761228,Q28180003,Loev,2015-01-01T00:00:00Z,,92,Hindi,India,"['LGBT-related', 'drama']","['86%', '6.3/10']",[''],[''],
47065896,Q20743516,Loham,2015-01-01T00:00:00Z,,,Malayalam,India,['thriller'],[''],[''],[''],
47628192,Q20900132,Lohit Diary,2015-01-01T00:00:00Z,,,,India,['documentary'],[''],[''],[''],
44198266,Q18350171,Lokmanya: Ek Yug Purush,2014-01-02T00:00:00Z,,139,Marathi,India,"['drama', 'action']",[''],[''],[''],
47173589,Q20647643,Lola's Last Letter,2015-01-01T00:00:00Z,,,English,United States of America,"['comedy', 'drama']",[''],[''],[''],
47197488,Q20720682,Lolo,2015-01-01T00:00:00Z,,99,French,France,"['comedy', 'romance']","['5.9/10', '57%', '50/100']",[''],[''],
45420686,Q19320982,London Road,2015-01-01T00:00:00Z,,91,English,United Kingdom,"['drama', 'musical', 'crime', 'mystery']","['7/10', '77%']",[''],[''],
62347135,Q79355449,A Long Night,2015-01-01T00:00:00Z,,,English,Nigeria,['drama'],[''],[''],[''],
47909795,Q20948643,The Long Way Home,2015-01-01T00:00:00Z,,112,Korean,South Korea,"['drama', 'action', 'war']",[''],[''],[''],
49201846,Q20724226,Long Way North,,,,,,,,,,
42910842,Q18151890,The Longest Ride,2015-01-01T00:00:00Z,62944815,139,English,United States of America,"['drama', 'neo-Western', 'romance']","['31%', '4.4/10', '33/100']",[''],[''],34000000
76098174,Q86673015,Look at Me,2018-01-01T00:00:00Z,,96,,"Tunisia, France",[''],[''],[''],[''],
48563394,Q21065355,Look Who's Back,2015-10-06T00:00:00Z,25513752,116,German,Germany,['comedy'],[''],[''],['European Film Award for Best Comedy'],3000000
47385378,Q20751332,Looking for Grace,2015-01-01T00:00:00Z,,100,English,Australia,['drama'],"['6.1/10', '44%']",[''],[''],
49078638,Q22000370,Looking for Her,2015-01-01T00:00:00Z,,100,French,France,['drama'],[''],[''],[''],
46593369,Q19864298,Looney Tunes: Rabbits Run,2015-07-07T00:00:00Z,,71,English,United States of America,['animated'],[''],[''],[''],
45522006,Q19824771,Lorai: Play to Live,2015-01-01T00:00:00Z,,,Bangla,India,['drama'],[''],[''],[''],
46926236,Q20649430,Lord Livingstone 7000 Kandi,2015-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
49481085,Q22078203,Losers,2015-01-01T00:00:00Z,,97,Bulgarian,Bulgaria,"['drama', 'comedy']",[''],['Golden George'],['International Submission to the Academy Awards'],
52262404,Q27888472,Lost After Dark,2015-08-21T00:00:00Z,,89,English,Canada,['slasher'],[''],[''],[''],
50668568,Q21733378,Lost and Beautiful,2015-11-18T00:00:00Z,,87,Italian,Italy,"['documentary', 'drama']","['7.1/10', '83%']",[''],['IFFR audience award'],
42223596,Q15954941,Lost and Lonely,2015-03-20T00:00:00Z,,108,Chinese,"Hong Kong, People's Republic of China","['road movie', 'drama']","['50%', '6.5/10']",['Huabiao Award for Outstanding Film'],[''],
51174515,Q26720481,The Lost Arcade,2015-01-01T00:00:00Z,,79,English,United States of America,['documentary'],"['5.9/10', '67%']",[''],['IFFR audience award'],
46223723,Q19689730,Lost in Hong Kong,2015-09-25T00:00:00Z,256283912,114,Standard Mandarin,People's Republic of China,['adventure'],"['6/10', '60%']",[''],[''],
49220663,Q18684463,Lost in Munich,2015-01-01T00:00:00Z,,120,Czech,Czech Republic,"['comedy', 'comedy drama', 'drama']",[''],[''],['International Submission to the Academy Awards'],
48492111,Q21427718,Lost in the Sun,2015-01-01T00:00:00Z,,95,English,United States of America,"['road movie', 'drama']","['4.9/10', '20%']",[''],[''],
46877554,Q20058637,Lost in Wrestling,2015-01-01T00:00:00Z,,98,Japanese,People's Republic of China,['sport'],[''],[''],[''],
50248181,Q23999917,Lost Penny,2015-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
47120808,Q20647642,Locas Perdidas,2015-01-01T00:00:00Z,,28,Spanish,Chile,['LGBT-related'],[''],[''],[''],
45092416,Q18811610,Lotus Code,2015-01-01T00:00:00Z,,90,Standard Mandarin,People's Republic of China,['drama'],[''],[''],[''],
43749494,Q18151930,Louder Than Bombs,2015-05-18T00:00:00Z,,105,"French, English","France, Denmark, United States of America, Norway",['drama'],"['6.9/10', '72%']",['Nordic Council Film Prize'],[''],11000000
69508331,Q30123838,Louis and Luca – The Big Cheese Race,,,,,,,,,,
58147483,Q60741383,Louis Zamperini: Captured by Grace,2015-01-01T00:00:00Z,,,,,['documentary'],[''],[''],[''],
46501469,Q19829024,Love,2015-05-20T00:00:00Z,,141,"French, English","France, Belgium","['melodrama', 'romance', 'drama', 'erotic']","['51/100', '40%', '5.1/10']",[''],[''],3000000
47107900,Q20649455,Love 24x7,2015-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
47803029,Q20992424,The Love Affair,2015-01-01T00:00:00Z,,125,English,Philippines,['drama'],[''],[''],[''],
47792125,Q20967659,Love & Love Only,2015-08-13T00:00:00Z,,,English,Australia,['romance'],[''],[''],[''],
47136345,Q20647657,Love & Peace,2015-01-01T00:00:00Z,,117,Japanese,Japan,['drama'],"['100%', '8.3/10']",[''],[''],
51775865,Q21060683,Love and...,2015-09-01T00:00:00Z,,69,Korean,Korea,['drama'],[''],[''],[''],
50993680,Q21130181,Love at First Child,2015-01-01T00:00:00Z,,91,French,France,"['comedy', 'romantic comedy']","['57%', '5/10']",[''],[''],
46672959,Q19896386,Love Clinique,2015-01-01T00:00:00Z,,,Korean,South Korea,['romantic comedy'],[''],[''],[''],
48290742,Q21198289,Love Exchange,2015-01-01T00:00:00Z,,,Hindi,India,['romantic comedy'],[''],[''],[''],
43855808,Q18171992,Love Forecast,2015-01-01T00:00:00Z,,118,Korean,South Korea,['romantic comedy'],[''],[''],[''],
48755727,Q21575749,A Dramatic Night,2015-12-03T00:00:00Z,,,Korean,South Korea,['romantic comedy'],[''],[''],[''],
48139558,Q21095393,Love in the 1980s,2015-01-01T00:00:00Z,,,,People's Republic of China,['romance'],[''],[''],[''],
71383282,Q44871893,Love Is a Story,2015-01-01T00:00:00Z,,,Romanian,Romania,['comedy'],[''],[''],[''],
45360729,Q21789616,Love Live! The School Idol Movie,,,,,,,,,,
64240866,Q96204549,Love Marriage,2015-01-01T00:00:00Z,,,Bangla,Bangladesh,[''],[''],[''],[''],
50548935,Q21703026,Love Odd,2015-01-01T00:00:00Z,,,Armenian,Armenia,['comedy'],[''],[''],[''],
45016532,Q18811608,Love the Coopers,2015-11-13T00:00:00Z,,107,English,United States of America,"['Christmas', 'romantic comedy', 'LGBT-related']","['18%', '3.9/10', '31/100']",[''],[''],
46774708,Q20002129,Love Without Distance,2015-01-01T00:00:00Z,,,,People's Republic of China,['romantic comedy'],[''],[''],[''],
48303137,Q21198290,"Love, At First…",2015-08-07T00:00:00Z,,,,People's Republic of China,['romantic comedy'],[''],[''],[''],
45097931,Q18811611,"Love, Theft and Other Entanglements",2015-01-01T00:00:00Z,,,Arabic,Palestine,"['thriller', 'drama']",[''],[''],[''],
48330763,Q22000695,Lovely Te Lovely,2015-07-24T00:00:00Z,,,Punjabi,India,[''],[''],[''],[''],
46581691,Q19845443,Lovers & Movies,2015-01-01T00:00:00Z,,,Standard Mandarin,People's Republic of China,['romantic comedy'],[''],[''],[''],
65725149,Q101245407,Lu Gyi Min Khin Byar,,,,,,,,,,
45577327,Q19572708,Luckhnowi ishq,2015-04-03T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
57635572,Q55621425,Lucknow Wale Lateefullah,2015-01-01T00:00:00Z,,,,Pakistan,[''],[''],[''],[''],
45556043,Q19386089,Lucky Star 2015,2015-01-01T00:00:00Z,,,,Hong Kong,['comedy'],[''],[''],[''],
59141957,Q60775985,Luke of Lies,2015-08-02T00:00:00Z,,,,Nigeria,[''],[''],[''],[''],
46898796,Q20058641,Lukka Chuppi,2015-01-01T00:00:00Z,,,Malayalam,India,['drama'],[''],[''],[''],
48449247,Q21427738,Lumberjack Man,2015-01-01T00:00:00Z,,105,English,United States of America,"['comedy horror', 'slasher']",[''],[''],[''],
48128332,Q21095396,Lunch Time Heroes,2015-08-28T00:00:00Z,,88,English,Nigeria,"['comedy drama', 'drama']",[''],[''],[''],15000000
49210865,Q21993425,The Lure,2015-12-25T00:00:00Z,108846,92,Polish,Poland,"['drama', 'horror', 'musical']","['7.1/10', '89%']",[''],[''],
72171087,Q21294191,Lusers,2015-01-01T00:00:00Z,,96,Spanish,"Peru, Chile",['comedy'],[''],[''],[''],
44978313,Q18811612,Love You Alia,2015-01-01T00:00:00Z,,,"Hindi, Kannada",India,['romance'],[''],[''],[''],
47679929,Q20899498,Ma Ma,2015-01-01T00:00:00Z,,111,Spanish,Spain,['drama'],"['25%', '5/10']",[''],[''],4000000
42632437,Q22315200,Maanga,2015-01-01T00:00:00Z,,,Tamil,India,[],[''],[''],[''],
44328444,Q18811613,Maari,2015-01-01T00:00:00Z,,138,Tamil,India,[],[''],[''],[''],
46431156,Q19543842,Macadam Stories,2015-01-01T00:00:00Z,,100,"French, English",France,['comedy drama'],[''],[''],[''],
39604047,Q15934383,Macbeth,2015-01-01T00:00:00Z,,113,English,"United Kingdom, France","['drama', 'war', 'biographical', 'medieval']","['7.3/10', '71/100', '80%']",[''],[''],
72497306,Q85185630,Macho peruano que se respeta,2015-01-01T00:00:00Z,,,Spanish,Peru,['romantic comedy'],[''],[''],[''],
48229991,Q19544638,Mad Love,2015-01-01T00:00:00Z,,107,French,France,"['comedy drama', 'drama']",[''],[''],[''],
36426373,Q1757288,Mad Max: Fury Road,2015-05-13T00:00:00Z,375709470,120,English,"Australia, United States of America","['post-apocalyptic', 'thriller', 'dystopian', 'action', 'adventure']","['90/100', '97%', '8.6/10']","['Academy Award for Best Makeup and Hairstyling', 'Academy Award for Best Film Editing', 'Academy Award for Best Production Design', 'Academy Award for Best Costume Design', 'Academy Award for Best Sound Editing', 'Academy Award for Best Sound', 'National Board of Review Award for Best Film', 'National Board of Review: Top Ten Films', 'AACTA Award for Best Film', 'AACTA Award for Best Cinematography', 'AACTA Award for Best Direction', 'AACTA Award for Best Editing', 'AACTA Award for Best Original Music Score', 'AACTA Award for Best Production Design', 'AACTA Award for Best Sound', 'FIPRESCI Grand Prix']","['Academy Award for Best Production Design', 'Academy Award for Best Film Editing', 'Academy Award for Best Picture', 'Academy Award for Best Costume Design', 'Academy Award for Best Director', 'Academy Award for Best Cinematography', 'Academy Award for Best Sound Editing', 'Academy Award for Best Sound', 'AACTA Award for Best Editing', 'AACTA Award for Best Original Music Score', 'AACTA Award for Best Original Screenplay', 'AACTA Award for Best Production Design', 'AACTA Award for Best Sound', 'Academy Award for Best Visual Effects', 'Academy Award for Best Makeup and Hairstyling', 'AACTA Award for Best Film', 'AACTA Award for Best Cinematography', 'AACTA Award for Best Actress in a Leading Role', 'AACTA Award for Best Costume Design', 'AACTA Award for Best Direction']",150000000
68691466,Q108684890,Mad Women,,,,,,,,,,
50350648,Q24034473,Madame Courage,2015-05-20T00:00:00Z,,90,Arabic,"Algeria, France",['drama'],[''],[''],[''],
47596951,Q20899499,Made in France,2016-01-01T00:00:00Z,,89,French,France,"['thriller', 'crime', 'drama']",[''],[''],[''],
46347154,Q19864505,Madea's Tough Love,2015-01-01T00:00:00Z,,,English,United States of America,['comedy'],[''],[''],[''],
47267692,Q20720688,Madhura Naranga,2015-01-01T00:00:00Z,,,Malayalam,India,['comedy'],[''],[''],[''],
46517858,Q19893444,Madmast Barkhaa,2015-05-29T00:00:00Z,,,Hindi,India,['thriller'],[''],[''],[''],
46429932,Q19794647,Madonna,2015-01-01T00:00:00Z,,,Korean,South Korea,['drama'],[''],[''],[''],
44786766,Q11339894,Maestro (manga),,,,,,,,,,
53305564,Q28859398,Mage Yalu Malu,2015-01-22T00:00:00Z,,,Sinhala,Sri Lanka,[''],[''],[''],[''],
40762643,Q16252844,Maggie,2015-01-01T00:00:00Z,1600000,95,English,United States of America,"['horror', 'drama', 'post-apocalyptic', 'zombie', 'dystopian']","['5.8/10', '60%', '52/100']",[''],[''],1400000
45484810,Q19363678,Maggie's Plan,2015-01-01T00:00:00Z,,92,English,United States of America,['romantic comedy'],"['7.1/10', '86%']",[''],[''],
48233237,Q21203128,Magic Card,2015-10-16T00:00:00Z,,,English,People's Republic of China,['romance'],[''],[''],[''],
43719778,Q17893055,Magic Mike XXL,2015-07-01T00:00:00Z,117813057,115,English,United States of America,"['comedy', 'drama', 'comedy drama', 'sexploitation']","['6/10', '65%', '61/100']",[''],[''],14800000
47271186,Q20645054,The Magic Mountain (2015 film),,,,,,,,,,
48645330,Q20652060,The Magician,2015-01-01T00:00:00Z,,122,Korean,South Korea,"['fantasy', 'drama']",[''],[''],[''],
51859028,Q55621728,Magnetic,2015-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
45476958,Q19824778,Maha Maha,2015-01-01T00:00:00Z,,,Tamil,India,[''],[''],[''],[''],
43748247,Q18127654,Mahabalipuram,2015-01-01T00:00:00Z,,,Tamil,India,['crime'],[''],[''],[''],
74559704,Q121337958,Mahakali (film),,,,,,,,,,
48476221,Q21646678,Mahanayak vasant tu,2015-11-01T00:00:00Z,,,Marathi,India,['biographical'],[''],[''],[''],
53295800,Q28859395,Maharaja Ajasath,2015-08-25T00:00:00Z,,,Sinhala,Sri Lanka,[''],[''],[''],[''],
44414084,Q19263795,Maharaja Gemunu,2015-01-01T00:00:00Z,,,Sinhala,Sri Lanka,[''],[''],[''],[''],
67607591,Q106935993,Maharani Kottai,,,,,,,,,,
51638842,Q20445488,The Maidroid,2015-02-26T00:00:00Z,,75,Korean,South Korea,['comedy'],[''],[''],[''],
48411714,Q101244940,Maiem,,,,,,,,,,
44846706,Q18811615,Main Aur Charles,2015-01-01T00:00:00Z,,,Hindi,India,['crime'],[''],[''],[''],
42318769,Q16251100,Main Hoon Rajinikanth,2015-01-01T00:00:00Z,,,Hindi,India,['comedy'],[''],[''],[''],
48595313,Q21539920,Making North America,,,,,,,,,,
44982105,Q18729861,Maku ga Agaru,2015-02-28T00:00:00Z,,119,Japanese,Japan,['romantic novel'],[''],[''],[''],
45388771,Q19263799,Male,2015-01-01T00:00:00Z,,,Kannada,India,"['romance', 'romantic comedy']",[''],[''],[''],
49418929,Q23763063,Male Nilluvavarege,2015-01-01T00:00:00Z,,,,India,[''],[''],[''],[''],
47645133,Q20899501,Malini & Co.,2015-08-28T00:00:00Z,,,Hindi,India,['erotic'],[''],[''],[''],
45349518,Q19263801,Malli Malli Idi Rani Roju,2015-02-06T00:00:00Z,,161,Telugu,India,"['romance', 'musical']",[''],[''],[''],
69125680,Q22921337,El malquerido,2015-12-18T00:00:00Z,,120,Spanish,Venezuela,['musical'],[''],[''],[''],
48859729,Q21869569,Mama Manchu Alludu Kanchu,2015-01-01T00:00:00Z,,,Telugu,India,['drama'],[''],[''],[''],
64262290,Q30731143,Maman(s),,,,,,,,,,
49081716,Q21935502,A Man Called Ove,2015-12-25T00:00:00Z,28700000,116,Swedish,Sweden,"['drama', 'comedy']","['7.2/10', '91%', '70/100']",['European Film Award for Best Comedy'],"['Academy Award for Best International Feature Film', 'Academy Award for Best Makeup and Hairstyling', 'International Submission to the Academy Awards', ""European Film Award – People's Choice Award for Best European Film"", 'European Film Award for Best Actor', 'European Film Award for Best Comedy']",40000000
44272315,Q18603035,Man Down,2015-01-01T00:00:00Z,,90,English,United States of America,"['war', 'drama', 'mystery', 'post-apocalyptic', 'dystopian']","['16%', '3.8/10', '28/100']",[''],[''],
39436108,Q14488725,The Man from U.N.C.L.E.,2015-08-02T00:00:00Z,107045109,116,English,"United Kingdom, United States of America","['comedy', 'action', 'spy', 'heist', 'buddy']","['6.2/10', '68%', '56/100']",[''],[''],75000000
48365882,Q21203140,The Man in 3B,2015-01-01T00:00:00Z,,93,English,United States of America,[],[''],[''],[''],
60366096,Q55023657,The Man in the Shadows,2017-10-31T00:00:00Z,,89,English,Canada,['horror'],[''],[''],[''],
58044916,Q51885177,The Man in the Wall,2015-01-01T00:00:00Z,,92,Hebrew,Israel,['drama'],[''],[''],['IFFR audience award'],
41828362,Q16997268,Man Up,2015-01-01T00:00:00Z,,88,English,"United Kingdom, France","['comedy', 'romance', 'romantic comedy']","['6.3/10', '80%', '69/100']",[''],[''],
50786414,Q24807069,Man vs Snake: The Long and Twisted Tale of Nibbler,2016-06-24T00:00:00Z,,92,,United States of America,['documentary'],"['7.4/10', '89%']",[''],[''],
43330547,Q20992425,The Man Who Knew Infinity,2015-09-17T00:00:00Z,,109,English,United Kingdom,"['drama', 'biographical']","['6.2/10', '63%', '56/100']",[''],[''],
73842408,Q118496349,The Man Who Saw Too Much,,,,,,,,,,
45665893,Q19627587,The Man with the Iron Fists 2,2015-01-01T00:00:00Z,,,English,United States of America,[],[''],[''],[''],
40153411,Q16251221,Manal Naharam,2015-01-01T00:00:00Z,,,Tamil,India,[''],[''],[''],[''],
75701657,Q124080291,Manang Biring,2015-11-09T00:00:00Z,,87,Filipino,Philippines,[''],[''],[''],[''],
47977846,Q20471420,Mandıra Filozofu İstanbul,2015-01-01T00:00:00Z,,109,Turkish,Turkey,['comedy'],[''],[''],[''],
69617154,Q110291561,Mandirigma,,,,,,,,,,
45367722,Q19263807,The Mango People,2015-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
48957286,Q22350780,Mania,2015-01-01T00:00:00Z,,,,United States of America,"['LGBT-related', 'horror']",[''],[''],[''],
48562621,Q21539923,Manifesto,2015-01-01T00:00:00Z,,94,English,"Australia, Germany",['drama'],"['75%', '6.7/10', '72/100']",[''],[''],90000
75036739,Q123020246,Manila's Finest,,,,,,,,,,
47342637,Q17059341,Manjhi: The Mountain Man,2015-08-21T00:00:00Z,,120,Hindi,India,['biographical'],"['5.8/10', '44%']",[''],[''],
44983486,Q18734792,Männin,,,,,,,,,,
48587335,Q19370813,The Manny,2015-01-01T00:00:00Z,,110,German,Germany,['comedy'],[''],[''],[''],
45706569,Q19875370,Manny Lewis,2015-03-12T00:00:00Z,,89,English,Australia,['comedy drama'],"['22%', '3.2/10']",[''],[''],
72856302,Q56479572,Manor,2015-01-01T00:00:00Z,,70,French,Canada,"['documentary', 'drama']",[''],[''],[''],
51336839,Q26720588,Manson Family Vacation,2015-03-16T00:00:00Z,,84,English,United States of America,['comedy'],"['6.8/10', '93%']",[''],[''],
47508108,Q20814635,Manto,2015-01-01T00:00:00Z,,127,Urdu,Pakistan,['biographical'],[''],[''],[''],
63960907,Q111949679,Mantra 2,,,,,,,,,,
50320387,Q24905333,Many Beautiful Things,2015-10-17T00:00:00Z,,,,,['documentary'],[''],[''],[''],
46289262,Q19693302,Map of Salvation,2015-01-01T00:00:00Z,,88,English,Armenia,"['live action', 'feature', 'documentary']",[''],[''],[''],380000
73478275,Q19971788,Mara und der Feuerbringer - Kinopremiere,2015-01-01T00:00:00Z,,94,German,Germany,['fantasy'],[''],[''],[''],
47178614,Q20647699,Marguerite,2015-01-01T00:00:00Z,,127,French,"Czech Republic, France, Belgium","['comedy', 'drama']","['7.6/10', '95%', '76/100']",[''],['César Award for Best Actress'],
